"Block Id";"Id";"Name";"Description";"DataType Id";"Comment"
"S21.G00.30";"006";"Date de naissance";"Instant où une personne naît, tel qu'enregistré à l'état civil._x000D_
Renseigner la date de naissance du salarié sous la forme JJMMAAAA. _x000D_
- L'année de naissance est obligatoire :_x000D_
- Jour de naissance inconnu : 99MMAAAA,_x000D_
- Mois de naissance Inconnu : JJ99AAAA,_x000D_
- Si jour et mois inconnus : 9999AAAA.";"N4DS_DDN";"Individu.DateNaissance"
"S21.G00.30";"007";"Lieu de naissance";"Il s’agit du nom de la localité de naissance, tel qu’enregistré à l’état civil._x000D_
Libellé en toutes lettres. Obligatoire pour les salariés nés en France métropolitaine, dans les DOM et dans les TOM. Il peut éventuellement s'agir d'un pays.";"Commune";"Individu.LieuNaissance"
"S21.G00.30";"008";"Numéro, extension, nature et libellé de la voie";"Numéro : Il précise l’adresse dans la voie. Sa valeur est différente de 0 et ne doit pas dépasser 4 chiffres. En cas de numéro multiple, seul le premier doit être indiqué (pour exemple indiquer 4 pour 4/14)_x000D_
Extension : Lettre accolée au numéro si celui-ci ne présente pas une précision suffisante (par exemple B pour BIS, T pour TER, etc…)_x000D_
Nature de la voie : information facultative décrivant la nature de la voie (rue, avenue, etc…)_x000D_
Libellé de la voie : Appellation officielle de la voie";"N4DS_Adresse";"Individu.Voie"
"S21.G00.30";"009";"Code postal";"Il s’agit de données d’organisation postale qui doivent être utilisées en l’état. Le code postal est composé de 5 chiffres. Les codes CEDEX ne sont pas admis.";"La_Poste_Hexaposte";"Individu.CodePostal"
"S21.G00.30";"010";"Localité";"La localité est un élément géographique et administratif. C’est le premier élément d’identification associé au code postal. Le libellé est la plupart du temps le nom officiel de la localité enregistrée à l’INSEE et au Journal Officiel.";"N4DS_Adresse_Localite";"Individu.Localite"
"S21.G00.30";"011";"Code pays";"Nom du pays (territoire d’un état) de résidence du salarié exprimé sous la forme d’un code._x000D_
Le code pays ne doit pas être renseigné pour les adresses relevant du système postal français._x000D_
Le domaine d'application du système postal français est constitué des territoires suivants :_x000D_
FR : France métropolitaine_x000D_
GP : Guadeloupe_x000D_
BL : Saint Barthélémy_x000D_
MF : Saint Martin_x000D_
MQ : Martinique_x000D_
GF : Guyane Française_x000D_
RE : Ile de la Réunion_x000D_
PM : Saint Pierre et Miquelon_x000D_
YT : Mayotte_x000D_
WF : Wallis et Futuna_x000D_
PF : Polynésie Française_x000D_
NC : Nouvelle Calédonie_x000D_
MC : Monaco";"ISO_3166-1-A2_Pays";"Individu.CodePays"
"S21.G00.30";"012";"Code de distribution à l'étranger";;"N4DS_Adresse";"Individu.CodeDistribution"
"S21.G00.30";"013";"Codification UE";"Classification de l’origine du salarié au vu des frontières françaises et des limites de l’Union Européenne._x000D_
Il faut renseigner dans cette rubrique le code le plus précis applicable à l'individu.";"DSN_Codification_UE";"Individu.CodificationUE"
"S21.G00.30";"014";"Code département de naissance";"Pour les salariés nés en France : code 01 à 97 ou 2A ou 2B_x000D_
Pour les salariés nés dans les TOM : code 98_x000D_
Pour les personnes nées à l'étranger, renseigner 99";"Departement";"Individu.DepartementNaissance"
"S21.G00.30";"015";"Code pays de naissance";"Le Code pays de naissance est à déterminer dans la table ""Codes Pays"" ISO 3166-1-A2.";"ISO_3166-1-A2_Pays_All";"Individu.PaysNaissance"
"S21.G00.30";"016";"Complément de la localisation de la construction";"Les compléments d’adresse permettent d’indiquer le point de remise exact du courrier. Ils donnent des informations précises et déterminantes dans la phase finale de distribution du courrier, tel que le bâtiment, la boîte aux lettres, le numéro d’appartement.";"N4DS_Adresse";"Individu.ComplementConstruction"
"S21.G00.30";"017";"Service de distribution, complément de localisation de la voie";"Il s’agit de services de distribution du courrier spécifiques proposés ou mis en place par La Poste.";"N4DS_Adresse";"Individu.ComplementVoie"
"S21.G00.30";"018";"Adresse mél";"Adresse mél personnelle ou professionnelle de l'individu. Le renseignement de cette rubrique est conditionné à l'accord explicite de ce dernier.";"N4DS_Email_6-100";"Individu.Mel"
"S21.G00.30";"019";"Matricule de l'individu dans l'entreprise";"Le choix de la valeur que prend le matricule revient à l’employeur.";"Type_Alphanumeric_1-30";"Individu.Matricule"
"S21.G00.30";"020";"Numéro technique temporaire";"Le NTT est un identifiant technique unique et invariant permettant à l'employeur de déclarer, dans un temps limité, un individu pour lequel il n'aurait pas connaissance du Numéro d'Inscription au Répertoire ou du Numéro d'Identification d'Attente au moment de l'émission d'une DSN._x000D_
Il est composé du code sexe de la personne physique qui doit être égal à 1 ou 2, suivi du SIREN de l'entreprise et d'un identifiant unique et pérenne de l'individu dans l'entreprise, comme le Matricule du salarié dans l'entreprise par exemple. Il ne peut pas contenir de caractères ""espace"". Il s'agit d'une donnée technique destinée au système d'information DSN uniquement. Le NTT n'est pas une donnée de gestion et ne permet pas l'ouverture des droits de l'individu auprès des organismes de protection sociale._x000D__x000D_
Le NTT doit désigner un individu et un seul pour l'ensemble de ses contrats dans l'entreprise. En cas d'obtention de plusieurs NTT, l'employeur doit utiliser pour ses déclarations le NTT le plus ancien en cours de validité._x000D__x000D_
En l'absence de NIR ou de NIA, il est obligatoire de remplir la rubrique  Numéro technique temporaire (S21.G00.30.020)._x000D_
Le NTT doit être renseigné sur la première DSN où le NIR est attribué. Ceci permettra de faire le lien entre les deux identités déclarées par l'employeur.";"Type_Alphanumeric_11_40";"Individu.NTT"
"S21.G00.30";"021";"Nombre d'enfants à charge";"Pour le personnel féminin du BTP la rubrique doit être complétée avec le nombre d'enfants à charge de moins de 15 ans au 30 avril de l'année en cours.";"DSN_Nombre_Enfants_Charge_Individu";"Individu.NombreEnfantsCharge"
"S21.G00.30";"022";"Statut à l'étranger au sens fiscal";"Le travailleur frontalier est une personne qui exerce une activité dans une zone frontalière au sens des conventions fiscales.";"DSN_Statut_Etranger";"Individu.StatutEtranger"
"S21.G00.30";"023";"Cumul emploi retraite";"Rubrique à renseigner dans chaque DSN mensuelle pour un salarié en situation de_x000D_
cumul emploi retraite. Le cas contraire (non cumul emploi retraite), cette rubrique peut : _x000D_
- soit être déclarée chaque mois et alimentée de la valeur ""01 - Non""_x000D_
- soit ne pas être déclarée";"DSN_Nouvelle_Embauche";"Individu.CumulEmploiRetraite"
"S21.G00.31";"001";"Date de la modification";"La date de modification correspond à la date de survenance du changement de caractéristique du salarié.";"Date_JJMMAAAA";"ChangementsIndividu.DateModification"
"S21.G00.31";"008";"Ancien NIR";"Le numéro d'inscription au répertoire (NIR) est l'identifiant unique et invariable des individus inscrits au répertoire national d'identification des personnes physiques (RNIPP). Ce numéro correspond au numéro de sécurité sociale._x000D_
Ce numéro est composé de 13 chiffres et d'une clé de 2 chiffres. La clé n'est pas à déclarer dans cette rubrique._x000D_
Cette rubrique permet la déclaration du NIA (numéro d'immatriculation d'attente attribué par les organismes de protection sociale). Le NIA est constitué comme un NIR dans l'attente d'être certifié (circulaire DSS/sd4c N° 2012-213 du 1er juin 2012)._x000D_
Le Nir doit avoir la forme SAAMMDDCCCNNN avec :_x000D_
S = sexe de la personne physique doit être égal à 1 ou 2_x000D_
AA = année de naissance de la personne physique doit être comprise entre 00 et 99_x000D_
MM = mois de naissance de la personne physique doit être compris entre 01 et 12 ou entre 30 et 42 ou entre 50 et 99 ou égal à 20_x000D_
DD = département de naissance de la personne physique doit être compris entre 01 et 99 ou être égal à 2A ou 2B_x000D_
CCC = commune de naissance de la personne physique doit être comprise entre 001 et 999_x000D_
NNN = numéro d'inscription la personne physique au registre d'état civil doit être compris entre 001 et 999_x000D_
Si l'immatriculation est provisoire, ne pas utiliser les numéros provisoires reconnaissables par leur premier caractère égal à 7 ou 8, mais utiliser le NIA qui a été notifié._x000D_
En l'absence de NIR ou de NIA, il est obligatoire de remplir la rubrique Numéro technique temporaire (S21.G00.30.020).";"Identifiant_Nir_13";"ChangementsIndividu.Identifiant"
"S21.G00.31";"009";"Ancien Nom de famille";"Le nom de famille est le nom défini pour chaque individu dans les jours qui suivent sa naissance. Il est usuellement défini sur la base de la filiation avec l’un ou l’autre parent, voire les deux. Il peut être défini par disposition administrative ou judiciaire.";"Identite_Base_1-80";"ChangementsIndividu.NomFamille"
"S21.G00.31";"010";"Anciens Prénoms";"Elément d'identification joint au nom de famille qui permet de distinguer les personnes d'une même famille.";"Identite_Base_1-80";"ChangementsIndividu.Prenoms"
"S21.G00.31";"011";"Ancienne Date de naissance";"Instant où une personne naît, tel qu'enregistré à l'état civil._x000D_
Renseigner la date de naissance du salarié sous la forme JJMMAAAA. _x000D_
- L'année de naissance est obligatoire :_x000D_
- Jour de naissance inconnu : 99MMAAAA,_x000D_
- Mois de naissance Inconnu : JJ99AAAA,_x000D_
- Si jour et mois inconnus : 9999AAAA.";"N4DS_DDN";"ChangementsIndividu.DateNaissance"
"S21.G00.34";"001";"Facteur d'exposition";;"DSN_Penibilite_Facteur_Exposition";"Penibilite.FacteurExposition"
"S21.G00.34";"002";"Numéro du contrat";"Identifiant unique du contrat de travail auquel sont rattachés le ou les facteurs de pénibilité. ";"Type_Alphanumeric_5-20";"Penibilite.NumeroContrat"
"S21.G00.34";"003";"Année de rattachement";"Année au titre de laquelle le bloc ""Pénibilité"" est souscrit.";"Annee_2000";"Penibilite.AnneeRattachement"
"S21.G00.40";"001";"Date de début du contrat";"Représente la date du premier jour d’applicabilité du contrat._x000D_
Il s'agit d'une donnée identifiante du contrat de travail.";"Date_JJMMAAAA";"Contrat.DateDebut"
"S21.G00.40";"002";"Statut du salarié (conventionnel)";"Le statut détermine les conditions d’emploi et de travail d’un ou plusieurs salariés d’une entreprise. Le classement s’entend au sens de la convention collective applicable dans l’entreprise. Il correspond aux grandes catégories socio-professionnelles auxquelles chaque salarié appartient.";"CCN_Categorie";"Contrat.StatutConventionnel"
"S21.G00.40";"003";"Code statut catégoriel Retraite Complémentaire obligatoire";"Le statut catégoriel Retraite complémentaire définit le positionnement du salarié au vu des réglementations des régimes de retraite complémentaires des salariés et des ingénieurs et cadres.";"AA_Categorie";"Contrat.StatutRC"
"S21.G00.40";"004";"Code profession et catégorie socioprofessionnelle (PCS-ESE)";"La PCS-ESE définit la liste des postes (intitulés et professions concernées). _x000D_
Le code est composé de 3 chiffres :_x000D_
- les groupes socioprofessionnels _x000D_
- les catégories socioprofessionnelles _x000D_
- les professions _x000D_
_x000D_
Attention : pour certaines catégories professionnelles (aéronautique civile, journalistes, intermittents du spectacle et autres), il est nécessaire d'apporter une précision sur la profession du salarié en utilisant les codes complémentaires indiqués dans la rubrique complément PCS-ESE ci-après.";"Insee_PCS-ESE";"Contrat.PcsEse"
"S21.G00.40";"005";"Code complément PCS-ESE (pour la fonction publique : référentiels NEH, NET et grade de la NNE)";"Ce code permet d'apporter une précision nécessaire sur la profession de salariés de certaines catégories professionnelles (aéronautique civile, journalistes...). _x000D_
Attributs métier complémentaires non détaillés dans la PCS-ESE._x000D_
Pour le salarié relevant de la Caisse de Retraite du Personnel Navigant Professionnel de l'Aéronautique Civile il est nécessaire de préciser pour la catégorie des officiers, navigants techniques et cadres navigants commerciaux de l'aéronautique civile (Code PCS-ESE = 389b), les codes compléments PCS-ESE suivants :_x000D_
- C389M pour les cadres navigants commerciaux cotisant à un taux majoré_x000D_
- C389N pour les cadres navigants commerciaux cotisant à un taux normal_x000D_
- T389M pour les navigants techniques cotisant à un taux majoré_x000D_
- T389N pour les navigants techniques cotisant à un taux normal_x000D_
Pour les hôtesses et stewards, (Code PCS-ESE = 546d) alors il convient de renseigner les valeurs suivantes en code complément PCS-ESE :_x000D_
- 546dM pour les hôtesses ou stewards cotisant à un taux majoré_x000D_
- 546dN pour les hôtesses ou stewards cotisant à un taux normal_x000D_
Pour les journalistes (Code PCS-ESE = 352a) il est nécessaire de distinguer avec un code complément PCS-ESE les journalistes professionnels (avec carte de presse) code complément PCS-ESE = P352, des journalistes non professionnels (sans carte de presse) avec un code complément  PCS-ESE= NP352._x000D_
Les représentants exclusifs ou multicartes, cadets de golf doivent être signalés dans cette rubrique._x000D_
Pour les chauffeurs livreurs, coursiers il est nécessaire de préciser le code PCS-ESE par C643 pour les coursiers ou L643 pour les chauffeurs livreurs._x000D_
La table NEH détermine la structure hiérarchique des emplois relevant de la fonction publique hospitalière. Les établissements sanitaires, sociaux et médico-sociaux publics relevant de l'IRCANTEC doivent utiliser les codes de la table NEH pour définir le statut d'emploi de leur personnel médical hospitalier. Cette table est disponible sur le site http://www.net-entreprises.fr._x000D_
Pour les professions du spectacle, il est nécessaire de compléter le code complément PCS-ESE par le code détaillé des professions du spectacle. La table de nomenclature des emplois du spectacle est disponible sur le site http://www.net-entreprises.fr._x000D_
Rappel énumération_x000D_
06 - représentant exclusif_x000D_
07 - représentant multicarte_x000D_
08 - autre représentant_x000D_
37 - cadet de golf_x000D_
38 - agent immobilier rémunéré à la commission_x000D_
39 - maîtres et documentalistes de l'enseignement privé_x000D_
40 - colporteurs de presse_x000D_
49 - dockers avec carte G_x000D_
50 - mannequin_x000D_
51 - artiste de corrida_x000D_
52 - chauffeur de taxi locataire de son véhicule_x000D_
53 - interprète de conférence_x000D_
C643 - coursier_x000D_
L643 - chauffeurs livreurs_x000D_
NP352 - journaliste non professionnel (sans carte de presse)_x000D_
P352 - journaliste professionnel (avec carte de presse)_x000D_
C389M - cadres navigants commerciaux taux majoré_x000D_
C389N - cadres navigants commerciaux taux normal_x000D_
T389M - navigants techniques taux majoré _x000D_
T389N - navigants techniques taux normal_x000D_
546dM - hôtesses ou stewards taux majoré_x000D_
546dN - hôtesses ou stewards taux normal_x000D_
_x000D_
Pour les agents relevant de la Fonction publique de l’Etat, la nomenclature NNE répertorie les grades et emplois ; tous les emplois n’ont pas nécessairement de code NNE correspondant. Renseigner ici les six premiers caractères (Corps-Grade) de la nomenclature NNE ; les 4 derniers caractères du code NNE déterminant l’emploi doivent être renseignés au niveau de la rubrique « [FP] Code complément PCS-ESE pour la fonction publique d'Etat (emploi de la NNE) - S21.G00.40.052 ».";"PCS-ESE_Complement_DSN_phase_3";"Contrat.ComplementPcsEse"
"S21.G00.40";"006";"Libellé de l'emploi";"Termes précisant la fonction du salarié au sein de l’entreprise.";"Emploi_Nature";"Contrat.LibelleEmploi"
"S21.G00.40";"007";"Nature du contrat";"Nature du lien entre l’employeur et l’individu._x000D_
Le terme « contrat » est à comprendre de manière large car il recouvre des concepts plus étendus que le seul contratde travail (conventions, mandat…)._x000D_
Pour les intérimaires en contrat d’apprentissage, la nature de contrat (S21.G00.40.007) doit être déclarée à ""02 - Contrat de travail à durée déterminée de droit privé"", le code APET (S21.G00.11.002) correspondant à une entreprise de travail temporaire (7810Z ou 7820Z) et la partie SIREN de l’identifiant du lieu de travail (S21.G00.40.019) différent du SIREN de l’employeur (S21.G00.06.001)._x000D_
Pour les intérimaires en contrat de professionnalisation, la nature de contrat (S21.G00.40.007) doit être déclarée à ""02 - Contrat de travail à durée déterminée de droit privé"", le code APET (S21.G00.11.002) correspondant à une entreprise de travail temporaire (7810Z ou 7820Z) et la partie SIREN de l’identifiant du lieu de travail (S21.G00.40.019) différent du SIREN de l’employeur (S21.G00.06.001)._x000D_
La distinction des natures de contrat ""01 - Contrat de travail à durée indéterminée de droit privé"" et ""09 - Contrat de travail à durée indéterminée de droit public"" ainsi que ""02 - Contrat de travail à durée déterminée de droit privé"" et ""10 - Contrat de travail à durée déterminée de droit public"" n'étant pas justifiée (position Pôle-emploi, Unedic et DGEFP), une évolution sera embarquée dans une prochaine version de cahier technique afin de ne plus les distinguer.";"DSN_NatureContrat";"Contrat.Nature"
"S21.G00.40";"008";"Dispositif de politique publique et conventionnel";"Dispositif d’aide, d’incitation ou de politique publique d’emploi ou de formation professionnelle ou de tout autre dispositif conventionnel visant à instaurer des formes particulières de contrat. Ces dispositifs se rapportent obligatoirement à une nature de contrat._x000D_
_x000D_
NB : pour les contrats « Emploi d’avenir secteur non marchand » et « Emploi d’avenir secteur marchand »,  les valeurs « CUI-CAE » ou « CUI-CIE » ne sont pas appropriées. Même si les contrats « Emploi d’avenir » sont conclus dans le cadre d’un CUI-CIE ou d’un CUI-CAE, c’est bien la valeur « Emploi d’avenir » qui doit être renseignée.";"DSN_Dispos_PubEmpFormPro_2";"Contrat.DispositifPolitique"
"S21.G00.40";"009";"Numéro du contrat";"Le numéro de contrat est un des identifiants du contrat._x000D_
Le numéro d'un contrat de mission doit rester le même que celui déclaré via les DMM/RMM.";"Type_Alphanumeric_5-20";"Contrat.Numero"
"S21.G00.40";"010";"Date de fin prévisionnelle du contrat";"Dernier jour d'applicabilité prévisionnelle de fin du contrat (généralement indiquée sur le contrat).";"Date_JJMMAAAA_20";"Contrat.DateFinPrevisionnelle"
"S21.G00.40";"011";"Unité de mesure de la quotité de travail";"Unité d'expression du volume de l'activité ou de l'inactivité dans le contrat.";"DSN_TypeUniteMesure";"Contrat.UniteMesure"
"S21.G00.40";"012";"Quotité de travail de référence de l'entreprise pour la catégorie de salarié";"Valeur exprimant la durée de travail applicable pour la catégorie de salariés dans l’entreprise. Cette valeur doit être définie selon les règles applicables à la catégorie de salarié._x000D_
Pour les salariés en contrat de mission, il convient de renseigner la valeur déclarée dans la rubrique ""Quotité de travail du contrat"" (S21.G00.40.013).";"Quantite_ZNS_4_7_2_Z";"Contrat.QuotiteCategorie"
"S21.G00.40";"013";"Quotité de travail du contrat";"Valeur exprimant la durée contractuelle de travail applicable au salarié.";"Quantite_ZNS_4_7_2_Z";"Contrat.Quotite"
"S21.G00.40";"014";"Modalité d'exercice du temps de travail";"Valeur exprimant le fait que le salarié travaille à temps plein ou partiel._x000D_
ATTENTION : Sauf rares exceptions, comme les contrats de nature (S21.G00.40.007) ""03 - Contrat de mission (contrat de travail temporaire)"" ou relatifs aux personnels médicaux hospitaliers par exemple, pour un même employeur et un même salarié ne peuvent être transmis plusieurs contrats dont les périodes d'applicabilité se chevauchent et dont la modalité d'exercice du temps de travail d'au moins un de ces contrats est '10 - temps plein'.";"Travail_Modalite";"Contrat.ModaliteTemps"
"S21.G00.40";"016";"Complément de base au régime obligatoire";"Extension au régime de base, assuré par un régime obligatoire de Sécurité sociale (régime local alsace moselle / complémentaire Camieg).";"ROB_Extension";"Contrat.ComplementBase"
"S21.G00.40";"017";"Code convention collective applicable";"Convention conclue entre un employeur ou un groupement d'employeurs et un ou plusieurs syndicats représentatifs de salariés en vue de déterminer les conditions de travail et de rémunération qui s'imposeront aux employeurs adhérant au groupement, envers le personnel._x000D_
Toutes les entreprises sont désormais tenues d'utiliser ce nouvel Identifiant Des Conventions Collectives (IDCC) pour tous les types de DSN admis._x000D_
Ce code, géré par le Ministère chargé du travail, peut être obtenu sur le site http://www.net-entreprises.fr. Si un salarié n'est couvert par aucune convention ou statut, il convient de l'indiquer par le code 9999 'sans convention collective'.";"CCN";"Contrat.Ccn"
"S21.G00.40";"018";"Code régime de base risque maladie";"Identifiant du régime de base d'assurance maladie auquel est affilié le salarié._x000D_
_x000D_
ATTENTION : La valeur ""909 - travailleur étranger non assujetti à un régime de base risque maladie en France"" n'est autorisée qu'en DSN mensuelle. Elle est interdite pour toute autre ""Nature de la déclaration - S20.G00.05.001"".";"CodeRegime";"Contrat.RegimeMaladie"
"S21.G00.40";"019";"Identifiant du lieu de travail";"Code renseignant le lieu de travail effectif de l'individu._x000D_
Renseigné par SIRET si le lieu de travail est un établissement immatriculé par un SIRET ou renseigné par une codification libre si le lieu de travail n'est pas un établissement SIRETisé._x000D_
Cet identifiant (SIRET ou codification libre) doit être reporté dans la rubrique ""Identifiant du lieu de travail ou de l'établissement utilisateur - S21.G00.85.001""._x000D_
Pour la Caisse de congés spectacle, cette rubrique est à renseigner d'un Pseudo-SIRET._x000D_
Pour les VRP MULTICARTES, cette rubrique doit être renseigner par le SIRET de l'employeur (SIREN - S21.G00.06.001 + NIC - S21.G00.11.001).";"DSN_Identifiant_Lieu_Travail";"Contrat.Lieutravail"
"S21.G00.40";"020";"Code régime de base risque vieillesse";"Identifiant du régime de base d'assurance vieillesse auquel est affilié le salarié_x000D_
_x000D_
ATTENTION : La valeur ""909 - travailleur étranger non assujetti à un régime de base risque vieillesse en France"" n'est autorisée qu'en DSN mensuelle. Elle est interdite pour toute autre ""Nature de la déclaration - S20.G00.05.001"".";"DSN_Code_Regime_Base_risque_vieillesse";"Contrat.RegimeVieillesse"
"S21.G00.40";"021";"Motif de recours";"Motif pour lequel a été conclu le Contrat à durée déterminée ou Contrat de mission._x000D_
Comme stipulé par l’article L1221-2 du Code du travail, « le contrat de travail à durée indéterminée est la forme normale et générale de la relation de travail ». Dès lors, le recours au CDD ou au Contrat de mission est encadré par une liste de cas limitativement énumérés définis à l'article L1242-2, L. 1242-3 (pour les CDD) et à l'article L1251-6, L. 1251-7 (pour les Contrats de mission) du Code du travail.";"DSN_Motifs_Recours";"Contrat.MotifRecours"
"S21.G00.40";"022";"Code caisse professionnelle de congés payés";"Numéro de la caisse de congés payés dans le cas où les indemnités ne sont pas versées par l'employeur._x000D_
Indiquer ""97"" dans le cas de la Caisse de congés spectacles._x000D_
Indiquer ""98"" dans le cas d'une caisse de congés payés du transport._x000D_
Pour les entreprises adhérentes à une caisse CIBTP, indiquer l'un des codes caisses CIBTP sur deux_x000D_
caractères présents dans la liste des valeurs autorisées disponibles sur le site http://www.net-entreprises.fr (table CPCP - Code caisse professionnelle de congés payés) suivi du numéro d'adhérent attribué par la caisse.";"DSN_Code_Caisse_Professionnel";"Contrat.CodeCaisseCongesPayes"
"S21.G00.40";"023";"Taux de déduction forfaitaire spécifique pour frais professionnels";"Abattement pour frais professionnels appliqué à la part de rémunération afférente à l’activité ouvrant droit à la déduction._x000D_
Le Code Général des Impôts (CGI) (article 5 de l'annexe IV) détermine une liste de professions pouvant profiter du régime de l'abattement sur le salaire brut.";"Taux_ZNS_4_6_2";"Contrat.TauxFraisProfessionnels"
"S21.G00.40";"024";"Travailleur à l'étranger au sens du code de la Sécurité Sociale";"Identifiant des salariés détachés, expatriés et frontaliers.";"DSN_Travailleur_Etranger";"Contrat.TravailleurEtranger "
"S21.G00.40";"025";"Motif d'exclusion DSN";"La présente rubrique vise à identifier certaines populations dont les caractéristiques d’emploi et/ou de protection sociale ne permettent pas le remplacement de certaines déclarations sociales par la  DSN. A titre d’exemple, la  DSIJ comme  l’Attestation employeur destinée  à Pôle Emploi ne sont pas remplacées par la DSN pour les contrats et individus visés par un motif d’exclusion. Cela étant, la  DSN permet déjà  le  remplacement de certaines formalités pour ces populations (déclaration URSSAF, déclarations de retraite complémentaire, déclarations aux Congés Spectacles, etc.). _x000D_
_x000D_
Considérant l’obligation à  déclarer en DSN l’intégralité des salariés, les contrats et salariés concernés par un motif d’exclusion doivent par ailleurs faire l’objet des déclarations non encore remplacées._x000D_
_x000D_
La liste complète des formalités remplacées par la  DSN,  à  l’exception des contrats et individus concernés par un motif d’exclusion, est disponible sur www.dsn-info.fr.";"DSN_Motif_Exclusion";"Contrat.MotifExclusionDSN"
"S21.G00.40";"026";"Statut d'emploi du salarié";;"DSN_Statut_Emplois";"Contrat.StatusEmploi"
"S21.G00.40";"027";"Code affectation Assurance chômage";"Service comptable de l’employeur auquel la facturation doit être adressée, dans le cadre d'une convention de gestion avec Pôle emploi.";"Type_Alphanumeric_6_6";"Contrat.CodeAffectationAC"
"S21.G00.40";"028";"Numéro interne employeur public";"Code d'affectation budgétaire de l'employeur.";"Type_Alphanumeric_1_12";"Contrat.NumeroInterne"
"S21.G00.40";"029";"Type de gestion de l’Assurance chômage";"Modalité de gestion de l’Assurance chômage de l’employeur du secteur public, par défaut en auto assurance, au titre de son établissement et/ou sa population de salariés.";"DSN_Type_Gestion_Assu_Chomage";"Contrat.TypeGestionAC"
"S21.G00.40";"030";"Date d'adhésion";"Date de signature du contrat d'adhésion au régime d'Assurance chômage entre l'employeur et l'organisme en charge du recouvrement des contributions d'Assurance chômage.";"Date_JJMMAAAA";"Contrat.DateAdhesion"
"S21.G00.40";"031";"Date de dénonciation";"Date de dénonciation de l'adhésion au régime d'Assurance chômage._x000D_
Cette rubrique concerne seulement, et si nécessaire, les établissements dont l'adhésion est révocable.";"Date_JJMMAAAA";"Contrat.DateDenonciation"
"S21.G00.40";"032";"Date d’effet de la convention de gestion";"Date d'effet de la convention de gestion conclue entre l’employeur public et l'organisme assurant la gestion du régime d'Assurance chômage.";"Date_JJMMAAAA";"Contrat.DateConventionGestion"
"S21.G00.40";"033";"Numéro de convention de gestion";"Numéro de convention de gestion conclue entre l’employeur public et l'organisme assurant la gestion du régime d'Assurance chômage._x000D_
Pour une convention de gestion signée avant le 1er janvier 2010 (Unédic), il est composé de 4 caractères au format Cxxx, où xxx représente le numéro de la convention._x000D_
ATTENTION : Pour un numéro de convention de gestion inférieur à 100, il est interdit de supprimer le(s) '0' permettant de respecter le format Cxxx. Pour exemple, une convention appelée usuellement ""C82"" devra être renseignée ""C082""._x000D_
Pour une convention de gestion signée après le 1er janvier 2010 (Pôle emploi), il est composé de 10 caractères :_x000D_
- Les 4 premiers caractères correspondent aux chiffres de l'année et du mois de la signature de l’annexe conventionnelle à la ""convention cadre"" conclue entre le Ministère concerné et Pôle emploi._x000D_
- Les 3 caractères suivants visent à identifier le Ministère rattaché par cette annexe à la ""convention cadre""._x000D_
- Les 3 derniers chiffres renseignent sur le numéro d'établissement financeur.";"Type_Alphanumeric_4_10";"Contrat.NumeroConventionGestion"
"S21.G00.40";"035";"Code délégataire du risque maladie";"Délégation de gestion du risque maladie donnée à la Caisse Nationale d'Assurance Maladie des Travailleurs Salariés par les organismes cités.";"DSN_Code_Delegataire_Risque_Maladie";"Contrat.CodeGestionnaireRisque"
"S21.G00.40";"036";"Code emplois multiples";"Cette rubrique précise si le salarié a plusieurs emplois chez un même employeur au cours d'une même période de paie.";"DSN_Code_Emplois_Multiples";"Contrat.CodeEmploisMultiples"
"S21.G00.40";"037";"Code employeurs multiples";"Cette rubrique précise si le salarié a plusieurs employeurs au cours de la même période de paie.";"DSN_Code_Employeur_Multiples";"Contrat.CodeEmployeursMultiples"
"S21.G00.40";"038";"Code métier";"Pour les salariés des entreprises adhérentes à une caisse CIBTP, cette rubrique représente le code Métier BTP tel que référencé dans les nomenclatures des conventions collectives du BTP et dont les consignes de remplissage sont précisées sur le site www.cibtp.fr.";"DSN_Code_Metier";"Contrat.CodeMetier"
"S21.G00.40";"039";"Code régime de base risque accident du travail";"Code indiquant le régime de couverture des risques professionnels auquel est affilié le salarié et permettant de l'indemniser en cas d'accident du travail, d'accident du trajet ou de maladie professionnelle.";"DSN_Code_regime_risques";"Contrat.CodeRegimeRisqueAccidentTravail"
